Heosemys annandalii
Stenogyne bifida
Stenogyne kanehoana
Tetramolopium capillare
Tetramolopium filiforme
Tetramolopium lepidotum
Tetramolopium remyi
Tetramolopium rockii
Trematolobelia singularis
Vicia menziesii
Polyscias bisattenuata
Polyscias flynnii
Asplenium diellaciniatum
Asplenium dielmannii
Dubautia waialealae
Cyanea kolekoleensis
Schiedea viscosa
Geranium kauaiense
Cyrtandra paliku
Phyllostegia electra
Phyllostegia helleri
Phyllostegia kahiliensis
Phyllostegia renovans
Geniostoma helleri
Geniostoma lorenceanum
Festuca aloha
Lysimachia daphnoides
Lysimachia ovoidea
Lysimachia pendens
Lysimachia scopulensis
Lysimachia venosa
Doryopteris angelica
Kadua flynnii
Kadua haupuensis
Melicope degeneri
Melicope rostrata
Neraudia kauaiensis
Aphistogoniulus corallipes
Alluviobolus laticlavius
Colossobolus litoralis
Colossobolus minor
Colossobolus pseudoaculeatus
Granitobolus endemicus
Ostinobolus subterraneus
Riotintobolus mandenensis
Riotintobolus minutus
Spiromimus albipes
Spiromimus litoralis
Spiromimus scapularis
Hylekobolus andasibensis
Hylekobolus latifrons
Acanthothecis leucoxanthoides
Acanthothecis paucispora
Arthopyrenia betulicola
Loxospora assateaguensis
Rinodina chrysomelaena
Sorbus leyana
Sorbus vexans
Sorbus pseudofennica
Coregonus huntsmani
Scaphirhynchus suttkusi
Chelonoidis hoodensis
Chelonoidis porteri
Ravenea musicalis
Dypsis aquatilis
Pittosporum bernardii
Pittosporum leroyanum
Cyprinodon higuey
Cyprinodon julimes
Teinobasis fatakula
Ischnura rurutana
Ischnura jeanyvesmeyeri
Teinobasis aerides
Nototrichium divaricatum
Hibbertia bouletii
Hibbertia favieri
Isoetes sabatina
Isoetes todaroana
Parabotia curtus
Polyscias racemosa
Pritchardia hardyi
Pritchardia kaalae
Pritchardia napaliensis
Pritchardia perlmanii
Pritchardia viscosa
Pritchardia waialealeana
Dubautia microcephala
Hesperomannia lydgatei
Brighamia rockii
Clermontia peleana
Cyanea asarifolia
Cyanea habenata
Cyanea truncata
Schiedea obovata
Schiedea trinervis
Astelia waialealae
Canavalia napaliensis
Charpentiera densiflora
Menisciopsis wailele
Eugenia koolauensis
Euphorbia deppeana
Euphorbia eleanoriae
Euphorbia halemanui
Euphorbia herbstii
Euphorbia kuwaleana
Euphorbia rockii
Euphorbia sparsiflora
Flueggea neowawraea
Gardenia remyi
Hibiscadelphus distans
Hibiscus clayi
Kokia kauaiensis
Melicope balloui
Melicope cruciata
Melicope haupuensis
Melicope knudsenii
Melicope pallida
Melicope paniculata
Melicope quadrangularis
Myrsine fosbergii
Myrsine knudsenii
Myrsine mezii
Myrsine petiolata
Nothocestrum breviflorum
Nothocestrum peltatum
Ochrosia kauaiensis
Phlegmariurus nutans
Pittosporum napaliense
Psychotria grandiflora
Psychotria hobdyi
Schiedea adamantis
Schiedea kaalae
Wikstroemia skottsbergiana
Wikstroemia villosa
Xylosma crenata
Panax ginseng
Codonopsis minima
Rosa arabica
Boophis liami
Boophis williamsi
Mantella milotympanum
Mantidactylus pauliani
Mantidactylus zolitschka
Anilany helenae
Cophyla maharipeo
Cophyla puellarum
Elattoneura lapidaria
Mertensophryne usambarae
Pavetta tarennoides
Ceropegia dorjei
Ophiorrhiza longii
Sorbus lingshiensis
Murina balaensis
Pavetta constipulata
Pavetta haareri
Pavetta matumbiensis
Pavetta richardsiae
Pavetta schliebenii
Onosma griersonii
Meconopsis bhutanica
Claoxylon flavum
Polystichum drepanum
Hymenophyllum maderense
Isoetes heldreichii
Isoetes malinverniana
Grammitis azorica
Vitrea striata
Cecilioides jeskalovicensis
Albinaria mavromoustakisi
Astragalus paroensis
Stonesia fascicularis
Peripodisma ceraunii
Barleria asterotricha
Lipotriche felicis
Microglossa caudata
Mikaniopsis camarae
Scleria guineensis
Eriosema adami
Indigofera pobeguinii
Feliciadamia stenocarpa
Andropogon incomptus
Loudetiopsis baldwinii
Heterosamara bennae
Sabicea bracteolata
Alkanna maleolens
Althaea bertramii
Anthemis didymaea
Hieracium kneissaeum
Tripleurospermum sannineum
Pristimantis albericoi
Atopophrynus syntomopus
Bolitoglossa capitana
Bolitoglossa chica
Pristimantis chrysops
Strabomantis cerastes
Pristimantis caprifer
Pristimantis cacao
Strabomantis cadenai
Pristimantis bernali
Strabomantis anomalus
Pristimantis diaphonus
Pristimantis deinops
Pristimantis diogenes
Pristimantis duellmani
Pristimantis molybrignus
Strabomantis necerus
Pristimantis mars
Rhaebo blombergi
Pristimantis lichenoides
Pristimantis jaimei
Pristimantis kelephus
Pristimantis pugnax
Nymphargus armatus
Nymphargus megacheirus
Pristimantis reclusus
Rhinella rostrata
Centrolene buckleyi
Centrolene geckoidea
Pristimantis tribulosus
Pristimantis torrenticola
Pristimantis veletis
Pristimantis spilogaster
Pristimantis signifer
Andinobates viridis
Pristimantis xylochobates
Oophaga occultator
Oophaga lehmanni
Hyloxalus edwardsi
Hyloxalus abditaurantius
Gastrotheca antomia
Gastrotheca angustifrons
Bolitoglossa leandrae
Hyloscirtus lynchi
Hyloscirtus pantostictus
Pristimantis polemistes
Pleurodema somuncurense
Emicocarpus fissifolius
Magnolia tiepii
Atlantica guerinianus
Sorbus algoviensis
Sorbus barabitsii
Sorbus barrandienica
Sorbus busambarensis
Sorbus cucullifera
Sorbus eystettensis
Sorbus gauckleri
Sorbus greenii
Sorbus milensis
Sorbus portae-bohemicae
Lampedusa melitensis
Cotoneaster majoricensis
Zelkova sicula
Sorbus harziana
Sorbus herbipolitana
Sorbus hohenesteri
Sorbus holubyana
Sorbus meierottii
Sorbus mergenthaleriana
Sorbus pekarovae
Sorbus perlonga
Sorbus pulchra
Sorbus rhodanthera
Sorbus scepusiensis
Sorbus schnizleiniana
Sorbus schuwerkiorum
Sorbus schwarziana
Sorbus tobani
Sorbus moravica
Sorbus pauca
Sorbus polgariana
Sorbus pontis-satanae
Sorbus richii
Sorbus spectans
Sorbus thayensis
Selenipedium chironianum
Phragmipedium anguloi
Melanophryniscus setiba
Ischnocnema concolor
Crossodactylus franciscanus
Crossodactylodes itambe
Ischnocnema melanopygia
Brachycephalus mariaeterezae
Ololygon muriciensis
Brachycephalus fuscolineatus
Brachycephalus bufonoides
Brachycephalus boticario
Ischnocnema karst
Melanophryniscus peritus
Crossodactylus boulengeri
Euparkerella cryptica
Anomaloglossus tepequem
Nyctimantis pomba
Pseudoeurycea kuautli
Selenipedium vanillocarpum
Phragmipedium dalessandroi
Lucifuga simile
Artocarpus annulatus
Artocarpus nanchuanensis
Eleutherodactylus alticola
Eleutherodactylus diplasius
Osornophryne cofanorum
Bellamya ecclesi
Schurmannia sicula
Tulipa akamasica
Allium occultum
Fissidens jansenii
Polyspora gioii
Bulbophyllum jaapii
Bulbophyllum uroplatoides
Trematodon perssoniorum
Fissidens azoricus
Isothecium montanum
Orthotrichum handiense
Riccia atlantica
Sphagnum nitidulum
Orthotrichum casasianum
Schistidium spinosum
Aerangis megaphylla
Angraecopsis thomensis
Angraecum cribbianum
Diaphananthe papagayi
Disperis kamerunensis
Polystachya kupensis
Emilia djalonensis
Vernonia djalonensis
Phyllanthus felicis
Distylodon sonkeanum
Bulbophyllum apertiflorum
Habenaria alinae
Habenaria bosseriana
Habenaria phylacocheira
Liparis kamerunensis
Liparis letouzeyana
Polystachya reticulata
Leptodon corsicus
Radula visianica
Ditrichum cornubicum
Andinobates geminisae
Thamnobryum angustifolium
Thamnobryum cataractarum
Asparagus macrorrhizus
Bolitoglossa chucantiensis
Boana clepsydra
Crossodactylus grandis
Leptobrachella botsfordi
Boana claresignata
Epipactis hyblaea
Aquilaria rostrata
Nardostachys jatamansi
Guaiacum unijugum
Scapania scapanioides
Aponogeton dioecus
Aponogeton masoalaensis
Conyza mandrarensis
Helichrysum coursii
Rhynchospora hildebrandtii
Schoenoplectiella aberrans
Schoenoplectiella perrieri
Eriocaulon hildebrandtii
Eriocaulon parvicapitulatum
Paepalanthus bosseri
Myriophyllum axilliflorum
Hydrostachys monoica
Hydrostachys perrieri
Didymoglossum pygmaeum
Euphorbia origanoides
Lindernia natans
Ammannia alternifolia
Hydrotriche mayacoides
Thelethylax isalensis
Mimusops nossibeensis
Cycloramphus diringshofeni
Cycloramphus ohausi
Paratelmatobius lutzii
Magnolia fansipanensis
Atelopus erythropus
Atelopus peruensis
Atelopus tricolor
Nannophryne cophotis
Pristimantis cosnipatae
Noblella bagrecito
Phrynopus heimorum
Phrynopus juninensis
Phrynopus peruanus
Telmatobius timens
Nymphargus mixomaculatus
Atelopus pyrodactylus
Microkayla boettgeri
Atelopus eusebiodiazi
Atelopus podocarpus
Telmatobius ventriflavum
Noblella madreselva
Pseudophilautus decoris
Notharinia sp. nov. 'Khoe La'
Notharinia sp. nov. 'Khoe La & Ong'
Sesara sp. nov. 'Bai Voi'
Kadua st-johnii
Lysimachia iniki
Delamarephorura tami
Ornithoboea emarginata
Ceratophysella sp. nov. 'HC'
Calotriton arnoldi
Salamandra lanzai
Parosphromenus alfredi
Speonectes tiomanensis
Gagea antakiensis
Veronicastrum liukiuense
Craugastor obesus
Sorbus bodajkensis
Sorbus pyricarpa
Sorbus dracofolia
Sorbus acutiserrata
Sorbus vallerubusensis
Sorbus atrimontis
Sorbus bakonyensis
Chelonoidis donfaustoi
Meineckia websteri
Pittosporum sp. nov. 'wenemense'
Pittosporum sp. nov. 'veilloniana'
Paratherina labiosa
Adrianichthys kruyti
Adrianichthys roseni
Oryzias timorensis
Xenopoecilus sarasinorum
Tondanichthys kottelati
Mugilogobius amadi
Barbodes cataractae
Barbodes joaquinae
Barbodes manguaoensis
Barbonymus platysoma
Lobocheilos lehat
Poropuntius tawarensis
Sorbus seyboldiana
Sorbus lonetalensis
Cyanea marksii
Lepidocephalus pahangensis
Cyanea membranacea
Lobelia gaudichaudii
Artemisia kauaiensis
Abies nebrodensis
Coprosma kawaikiniensis
Cyrtandra wainihaensis
Hemileiocassis panjang
Kryptopterus mononema
Parakysis notialis
Clarias sulcatus
Lantzia carinata
Pisidium betafoense
Betta burdigala
Betta chloropharynx
Betta miniopinna
Betta pinguis
Betta cracens
Betta hendra
Betta pardalotos
Betta rutilans
Parosphromenus gunawani
Parosphromenus ornaticauda
Parosphromenus phoenicurus
Parosphromenus quindecim
Varronia urticacea
Varronia wagnerorum
Madagasikara zazavavindrano
Phrynocephalus golubewii
Erythrocebus baumstarki
Cercopithecus roloway
Leptobrachella kecil
Piliocolobus preussi
Piliocolobus pennantii
Piliocolobus epieni
Sorbus salatini
Eremospatha barendii
Lepiota luteophylla
Lepiota rhodophylla
Senecio blanchei
Alchemilla diademata
Linum carnosulum
Sagina libanotica
Klasea mouterdei
Sorbus ujhelyii
Eudiscoderma thongareeae
Hyperolius jynx
Astylosternus nganhanus
Cycloramphus granulosus
Arion luisae
Cycloramphus stejnegeri
Hylodes mertensi
Werneria iboundji
Werneria mertensiana
Werneria tandyi
Leptodactylodon wildi
Nothofagus stylosa
Nothofagus womersleyi
Nothofagus nuda
Pinus cernua
Opisthotropis kikuzatoi
Sorbus avonensis
Sorbus arvonicola
Bridgeoporus nobilissimus
Camellia azalea
Sorbus saxicola
Asplenium reekmansii
Dissotis longisepala
Melhania polyneura
Phyllanthus burundiensis
Thesium germainii
Thesium lewallei
Cyphostemma michelii
Pimpinella robynsii
Pavetta grumosa
Vangueria verticillata
Bidens ruyigiensis
Nidorella burundiensis
Senecio lewallei
Wahlenbergia petraea
Buchnera libenii
Linderniella boutiqueana
Blepharis reekmansii
Polystachya lacroixiana
Amorphophallus lewallei
Cyperus constrictus
Kyllinga chrysanthoides
Delissea argutidentata
Mesoclemmys dahli
Pseudemydura umbrina
Cuora aurocapitata
Cuora mccordi
Cuora pani
Cuora yunnanensis
Cuora zhoui
Erymnochelys madagascariensis
Dermatemys mawii
Glyptemys muhlenbergii
Scaphirhynchus albus
Neurolestes nigeriensis
Indigofera ankaratrensis
Drosera leioblastus
Rhizanthella gardneri
Thelymitra hygrophila
Nymphargus sucre
Hyloscirtus princecharlesi
Pristimantis almendariz
Pristimantis paquishae
Pristimantis punzan
Hibiscadelphus stellatus
Coelatura rothschildi
Modellnaia siamensis
Ensete perrieri
Mankyua chejuense
Linderiella baetica
Atelopus arthuri
Atelopus balios
Atelopus bomolochos
Atelopus boulengeri
Atelopus coynei
Atelopus guanujo
Atelopus ignescens
Atelopus longirostris
Atelopus nanay
Atelopus palmatus
Atelopus planispina
Rhinella amabilis
Rhaebo caeruleostictus
Centrolene pipilata
Hyloxalus anthracinus
Hyloxalus delatorreae
Hyloxalus exasperatus
Hyloxalus fallax
Colostethus jacobuspetersi
Hyloxalus maquipucuna
Hyloxalus marmoreoventris
Hyloxalus peculiaris
Hyloxalus pumilus
Hyloxalus shuar
Andinobates abditus
Paruwrobates erythromos
Pristimantis hamiotae
Strabomantis helonotus
Pristimantis pyrrhomerus
Pristimantis riveti
Pristimantis ruidus
Pristimantis simonbolivari
Pristimantis thymalopsoides
Telmatobius cirrhacelis
Telmatobius niger
Telmatobius vellardi
Oscaecilia equatorialis
Nymphargus wileyi
Atelopus petersi
Atelopus onorei
Phyllonastes coloma
Serianthes nelsonii
Hyperolius watsonae
Alocasia sanderiana
Madhuca klackenbergii
Calathus carvalhoi
Calathus lundbladi
Pseudanchomenus aptinoides
Thalassophilus azoricus
Trechus jorgensis
Trechus montanheirorum
Trechus oromii
Trechus pereirai
Trechus torretassoi
Mniophilosoma obscurum
Caulotrupis parvus
Donus multifidus
Gietella faialensis
Cryptolestes azoricus
Catops velhocabrali
Atheta caprariensis
Geostiba melanocephala
Medon varamontis
Phytosus schatzmayri
Nesotes azoricus
Eupithecia ogilviata
Tinea poecilella
Athous pomboi
Sphaericus velhocabrali
Atheta floresensis
Bembidion derelictum
Aleochara freyi
Pristimantis allpapuyu
Serranochromis robustus
Metrosideros ochrantha
Gardenia candida
Acmopyle sahniana
Astronidium pallidiflorum
Cyrtandra tempestii
Cyrtandra denhamii
Cyrtandra taviunensis
Cyrtandra spathacea
Astronidium lepidotum
Astronidium kasiense
Aglaia unifolia
Aglaia evansensis
Balaka diffusa
Cyphosperma naboutinense
Meryta tenuifolia
Terminalia vitiensis
Terminalia luteola
Guettarda wayaensis
Hibiscus storckii
Pleiomeris canariensis
Cyclosorus burundensis
Pterocymbium oceanicum
Pseudocalotes flavigula
Pseudocalotes rhaegal
Cnemaspis paripari
Cnemaspis temiah
Pseudobarbus erubescens
Enteromius treurensis
Pseudobarbus burchelli
Chiloglanis bifurcus
Rana tavasensis
Liolaemus cranwelli
Inversodicraea pygmaea
Aloe albiflora
Aloe ambositrae
Aloe aurelienii
Aloe beankaensis
Telmatobius atacamensis
Atelognathus patagonicus
Solanum fernandezianum
Solanum ruvu
Solanum trinitense
Phyllanthus bemangidiensis
Phyllanthus coodei
Phyllanthus gordonii
Cyrtodactylus guakanthanensis
Cyrtodactylus jarakensis
Lerista allanae
Lerista vittata
Varanus mitchelli
Chamalycaeus mixtus
Chamalycaeus microconus
Aloe leandrii
Larutia penangensis
Samoana pilsbryi
Scincella huanrenensis
Phyllurus kabikabi
Echium portosanctense
Erica maderensis
Euphorbia anachoreta
Teucrium abutiloides
Cotoneaster cambricus
Anilios insperatus
Alosa macedonica
Cherleria dirphya
Saponaria jagelii
Aethionema retsina
Ribes sardoum
Horstrissea dolinicola
Delphinium samium
Octochaetus levis
Octochaetus microchaetus
Partula incrassa
Partula obesa
Partula rufa
Samoana dryas
Samoana minuta
Partula laevigata
Partula compressa
Samoana medana
Maoridrilus felix
Aporodrilus mortenseni
Perionychella ngakawau
Echium acanthocarpum
Acer skutchii
Acer amamiense
Ptilostemon greuteri
Genista bocchierii
Berberis maderensis
Echinospartum algibicum
Lamproneura lucerna
Cycas nayagarhensis
Cycas orixensis
Capparis lucens
Stemodiopsis ruandensis
Polystachya erica-lanzae
Abutilon whistleri
Huberantha whistleri
Cyanea duvalliorum
Cyanea konahuanuiensis
Melicope oppenheimeri
Camaricoproctus disparatidens
Agkistropleuron simplex
Andriana hancocki
Cryptotettix insularis
Hybotettix camelus
Thymochares delphini
Rhinobatos schlegelii
Rhinobatos whitei
Rhynchobatus immaculatus
Myliobatis ridens
Glaucostegus cemiculus
Aspalathus repens
Athanasia imbricata
Annesorhiza laticostata
Aspalathus cliffortiifolia
Fontitrygon colarensis
Fontitrygon garouaensis
Fontitrygon geijskesi
Fontitrygon ukpam
Pastinachus stellurostris
Rhamnus taquetii
Davidrentzia valida
Cnemaspis adii
Cyrtodactylus chanhomeae
Cyrtodactylus jaegeri
Cyrtodactylus nigriocularis
Cyrtodactylus takouensis
Gekko lauhachindai
Eremiascincus antoniorum
Calamaria apraeocularis
Calamaria longirostris
Podonephelium subaequilaterum
Atya brachyrhinus
Cryphiops brasiliensis
Macrobrachium denticulatum
Palaemonetes lindsayi
Palaemonetes mexicanus
Pithecopus rusticus
Hornschuchia alba
Worsleya procera
Annona ferruginea
Atlantica calathoides
Arachnocephalus medvedevi
Tetefortina lohenae
Asteriscus smithii
Carex antoniensis
Conyza schlechtendalii
Diplotaxis glauca
Diplotaxis sundingii
Diplotaxis vogelii
Erysimum caboverdeanum
Helichrysum nicolai
Launaea gorgadensis
Launaea thalassica
Limonium jovibarba
Limonium lobinii
Limonium sundingii
Papaver gorgoneum
Withania chevalieri
Galaxias sp. nov. 'slender'
Pseudobarbus senticeps
Isoglossa namuliensis
Coffea alleizettii
Coffea decaryana
Coffea manombensis
Coffea minutiflora
Coffea montis-sacri
Coffea rakotonasoloi
Coffea vatovavyensis
Cryptoblepharus caudatus
Ctenotus serotinus
Lerista nevinae
Austroablepharus barrylyoni
Astragalus schmolliae
Rhionaeschna demarmelsi
Caridina dennerli
Caridina spongicola
Tylomelania kruimeli
Tylomelania bakara
Tylomelania baskasti
Tylomelania confusa
Tylomelania hannelorae
Tylomelania inconspicua
Tylomelania insulaesacrae
Tylomelania mahalonensis
Tylomelania sinabartfeldi
Physalis muelleri
Physalis tehuacanensis
Tylomelania tominangensis
Tylomelania turriformis
Tylomelania wesseli
Tylomelania wolterecki
Tylomelania zeamais
Sulawesidrobia perempuan
Sulawesidrobia soedjatmokoi
Sulawesidrobia anceps
Sulawesidrobia bicolor
Sulawesidrobia abreui
Sulawesidrobia megalodon
Sulawesidrobia towutiensis
Sulawesidrobia datar
Sulawesidrobia yunusi
Sulawesidrobia mahalonaensis
Microthymochares pullus
Procytettix hova
Acroteriobatus variegatus
Maculabatis arabica
Grundulus quitoensis
Momordica obtusisepala
Globulostylis leniochlamys
Keetia bakossiorum
Pavetta laxa
Pavetta longistyla
Psychotria microthyrsa
Afrothismia amietii
Neuropeltis pseudovelutina
Phyllanthus kidna
Ardisia polyadenia
Peperomia dusenii
Ledermanniella monandra
Inversodicraea ntemensis
Ledermanniella pollardiana
Cassipourea korupensis
Kupeantha fosimondi
Aulacocalyx camerooniana
Palisota ebo
Coleochloa domensis
Scleria sheilae
Drypetes moliwensis
Helixanthera periclymenoides
Acridocarpus staudtii
Ardisia dom
Ardisia letouzeyi
Sabicea trigemina
Aporrhiza multijuga
Deinbollia macrantha
Cola metallica
Synsepalum batesii
Pancovia polyantha
Stachyanthus cuneatus
Rhaphiostylis poggei
Pyrenacantha grandifolia
Dovyalis cameroonensis
Phyllanthus aspersus
Antidesma pachybotryum
Mitriostigma monocaule
Pavetta brachysiphon
Pavetta namatae
Afrothismia korupensis
Afrothismia gesnerioides
Afrothismia foertheriana
Aloe decorsei
Aloe edouardii
Aloe fragilis
Aloe mandrarensis
Aloe mottramiana
Aloe rugosquamosa
Aloe schilliana
Aloe socialis
Aloidendron pillansii
Lygodactylus insularis
Albuca nana
Luciogobius albus
Limonium brunneri
Morella rivas-martinezii
Aloe babatiensis
Eupera crassa
Aloe decurva
Aloe fimbrialis
Aloe francombei
Aloe ikiorum
Aloe mossurilensis
Afrogyrorbis subtilis
Aloe pearsonii
Cleopatra cridlandi
Aloe virginieae
Aloe zubb
Heteragrion archon
Heteragrion palmichale
Philogenia ferox
Rhamnus lojaconoi
Linderniella ugandensis
Rhamnus mildbraedii
Cola lorougnonis
Cola philipi-jonesii
Cola porphyrantha
Cola usambarensis
Cola lukei
Cola kimbozensis
Cola mosserayana
Cola moussavoui
Cola quentinii
Cola rondoensis
Cola ruawaensis
Cola stigmatosa
Cola vandersmisseniana
Aiphanes argos
Cricetus cricetus
Musa insularimontana
Pyrenaria buisanensis
Berlinia hollandii
Berlinia korupensis
Tarphius relictus
